id	en	ja	es	de	fr	it	pt_BR	es_US	pl	zh	tr	se	en_US	ru
event24_5	Hey, there's something\nI've been thinking about, Shahra.	なぁ　ひとつ気になってることが\nあるんだが聞いていいか？		Hey, es gibt da etwas, das mich schon\nein Weilchen beschäftigt, Shahra.		Ehi, posso chiederti qualcosa\nChe mi stavo domandando?	Ei, eu tava pensando numa coisa, Shahra.	Oye, hay algo que he querido\npreguntarte desde hace rato.	Hej Shahra,\njedna myśl nie daje mi spokoju.		Hey, Shahra, aklıma\ntakılan bir şey var.		Hey, can I ask you about something\nI've been wondering about?	Мне кое-что не даёт покоя.\nМожно спросить?
event24_6	What is it?	なに？		Ja?		Di che si tratta?	O que é?	¿Qué?	O co chodzi?		Nedir?			Что такое?
event24_7	How do you and the Erazor Djinn\nknow each another?	ヤツ…　イレイザー・ジンとお前は\nどういう知り合いなんだ？		Du und der Erazor Djinn,\nwoher kennt ihr euch eigentlich?		Che tipo di rapporto\navete tu e Erazor Djinn?	Como você e o Erazor Djinn\nse conhecem?	Dime, ¿qué relación tienes con Erazor, el Genio?	Jak ty i Erazor się niby znacie?		Sen ve Erazor Cin birbirinizi\nnasıl tanıyorsunuz?		What kind of relation do you\nand Erazor Djinn have?	Ты... и Эрейзор Джинн... \nЧто вас связывает?
event24_8	Huh? W-well...	え！？　まぁ…		Huh? Na ja...		Eh!? Beh...	Hã? B-bem...	¡¿Eh?! Bueno...	Hę? C-cóż...		Huh? Ş-şey...		Huh!? Well...	Что?\nНу-у...
event24_9	Hey, if you'd rather not talk about it,\nthat's okay.	まあ　話したくないなら\nそれでもいいさ		Hey, wenn du lieber nicht drüber reden willst,\nist das kein Ding.		Beh, se non vuoi parlarne,\nva bene anche così.	Ei, se não quiser falar sobre isso, tudo bem.	Bueno, si no quieres hablar de ello, no pasa nada.	Hej, jeśli wolałabyś o tym nie mówić,\nto nie było tematu.		Eğer bu konuda konuşmak istemiyorsan,\nsorun değil.		Well, if you don't want to talk about it,\nthat's fine too.	А, ну...\nЕсли не хочешь говорить, тогда не надо.
event24_10	Sonic...	…ソニック		Sonic...		Sonic...	Sonic...	Sonic...	Sonic...		Sonic...		...Sonic.	...Соник.
event24_11	Is he really a Genie of the Lamp like\nthat king of bones said?	ヤツの正体は　ジジイが\nいってたように　ランプの精なのか？		Ist er etwa wirklich ein Flaschengeist?\nSo wie der Knochenkönig gesagt hat?		È davvero lui il Genio della Lampada\ncome ha detto vecchietto?	Ele realmente é um Gênio da Lâmpada\ncomo aquele rei ossudo falou?	¿De verdad es un genio de la lámpara,\ncomo dijo el anciano?	Czy naprawdę jest Dżinem Lampy\ntak jak mówił kościasty król?		O gerçekten de kemiklerin kralının dediği\ngibi Lambanın Cini mi?		Is he really the Genie of the Lamp like\nthe old man said?	Ты мне только скажи. Дедуля был прав,\nон действительно джинн из лампы?
event24_12	Yes...	…そう		Ja.		...Sì,	Sim...	Sí...	Tak...		Evet...		...Yes.	...да.
event24_13	Well, you see...he's the genie of the\nmagic lamp from the story of Aladdin.	カレの正体は　アラジンと魔法の\nランプに出てくるランプの精よ		Nun, weißt du, er ist der Dschinni der Wunderlampe,\naus der Geschichte von Aladin.		La sua vera identità è quella del genio\ndi """Aladino e la Lampada Magica."""	Bem... ele é o gênio da lâmpada mágica da história de Aladim.	Él realmente es el genio de\n"""Aladino y la lámpara maravillosa""".	Widzisz... jest dżinem magicznej lampy\nz opowieści Aladyna.		Bak... o, Alaaddin masalındaki\nsihirli lambanın cini.		His true identity is the genie\nfrom """Aladdin and the Magic Lamp."""	На самом деле он... джинн лампы из сказки\n"""Аладдин и волшебная лампа""".
event24_14	?!	！？		?!		!?	?!	¿Mmm?	?!		?!		!?	М-м?!
event24_15	Long ago, he was punished for his misdeeds\nand sealed away in the lamp.	彼は昔　悪い行ないの罰として\nランプの中に閉じ込められ		Vor langer Zeit, wurde er für seine Missetaten bestraft,\nund in der Wunderlampe eingesperrt.		Tanto tempo fa, fu punito per le sue malefatte\ne fu sigillato nella lampada.	Há muito tempo atrás, ele foi punido por seus atos\ne foi selado na lâmpada.	Hace mucho tiempo, fue encerrado dentro de la\nlámpara como castigo por sus fechorías,	Dawno temu, został ukarany i\nzapieczętowany w lampie za swoje występki.		Çok uzun zaman önce, yaptığı kötülüklerden dolayı\ncezalandırıldı ve lambanın içine hapsedildi.			Когда-то давно... его заточили\nв лампу в качестве наказания.
event24_16	He would not be forgiven	千人の人の願いを　かなえるまで		Ihm würde keine Vergebung zuteilwerden, 		Finchè non avrebbe soddisfato i desideri\ndi mille persone,	Ele só seria perdoado	y se le prohibió salir hasta que	Nie wybaczonoby mu,		Affedilmeyecekti		Until he had granted the wishes\nof a thousand people,	Для полного освобождения он был обязан
event24_17	Until he had granted the wishes\nof a thousand people.	外に出ることを\n許されなかったの…		bevor er die Wünsche von eintausend Menschen erfüllt hätte.		Non gli era permesso di uscire...	após realizar os desejos de mil pessoas.	hubiera concedido los deseos de mil personas.	Dopóki nie spełniłby życzeń tysiąca ludzi.		Bin kişinin dileğini yerine\ngetirene kadar.		He was not allowed to come out...	исполнить желания тысячи человек.
event24_18	But when his sentence had been served,\nhe had a renewed hatred of people.	そして　その「しょくざい」が終わったとき\n彼の中には　さらに人を憎む気持ちと		Doch nachdem er seine Strafe verbüßt hatte,\nentflammte in ihm ein erneuter Hass auf die Menschheit.		E quando la sua "Espiazione" finì,\nfu lasciato con un grande odio verso le persone.	Mas quando ele cumpriu sua sentença,\nseu ódio pelas pessoas se tornou ainda mais profundo.	Cuando completó su penitencia, en él creció\nun odio aún mayor hacia la humanidad	Ale kiedy jego wyrok został ustalony,\nodżyła w nim jego nienawiść do ludzi.		Fakat cezasını çektikten sonra insanlara\nkarşı nefreti yeniden alevlendi.		And when his “Atonement” was over,\nhe was left with a deep hatred of people.	Внутри себя... он таил глубокую ненависть.
event24_19	That was his fate...sad, as it was.	自分の身を　そう宿命づけた		Dies war seine Bestimmung,... traurig wie sie war.		E un desiderio di maledire la storia stessa	Esse foi o seu destino... por mais triste que seja.	y se arraigó el deseo de maldecir	Taki był jego... smutny los.		Kaderi buydu... ne kadar üzücü olsa da.		And a desire to curse the very story	И вот, когда его наказание закончилось,\nон начал вымещать её на всём вокруг.
event24_20	His cursed destiny came from the story\nhe had been written into.	この物語そのものを　呪う気持ちが\n深く刻まれた		Sein verfluchtes Schicksal entsprang der Geschichte,\nin die er hineingeschrieben wurde.		Questo lo ha predestinato a un tale destino.	Seu destino amaldiçoado veio da história\nna qual ele foi escrito.	esta misma historia que había sellado su destino.	Jego zaklęte przeznaczenie pochodzi\nz opowieści w którą został wpisany.		Lanetli kaderi, içine yazıldığı\nhikâyeden kaynaklanıyordu.		That had predestined him to such a fate.	Он ненавидел всё, что олицетворяла\n"""Тысяча и одна ночь""". И решил стереть её.
event24_21	...Shahra.	…シャーラ		...Shahra?		...Shahra.	...Shahra.	Shahra...	... Shahra.		...Shahra.			...Шахра.
event24_22	To the Erazor Djinn,\nI am just a mere Genie of the Ring.	彼にしてみれば\n私は　いっかいのリングの精		Für den Erazor Djinn,\nbin ich nichts weiter als ein einfacher Ringgeist.		Per lui, non sono nient'altro che un Genio dell'Anello.	Para o Erazor Djinn,\neu sou apenas uma Gênia do Anel.	Para él, tan sólo soy el espíritu del anillo...	Dla Erazora Dżina,\njestem jedynie Dżinem Pierścienia.		Erazor Cine,\nBen sadece Yüzüğün sıradan bir Ciniyim.		To him, I am but a Genie of the Ring.	Для него я... самая простая...\nобычная джинния.
event24_23	...	…		...		...	...	...			...			...
event24_24	I want to stop him, though.	でも　私は彼を止めたいの		Dennoch möchte ich ihn aufhalten.		Ma voglio fermarlo.	Mas eu quero impedi-lo.	Pero deseo detenerlo.	Mimo to, chcę go powstrzymać.		Ama onu durdurmak istiyorum.		But I want to stop him.	Но... я хочу остановить его!
event24_25	I want to turn the stories of the\nArabian Nights back to what they were.	そして　このアラビアンナイトの\n世界を元に戻したい		Ich möchte die Welt von Tausendundeine Nacht\nwieder zu dem machen, was sie einst war.		E voglio riportare il mondo\ndelle Mille ed una Notte alla normalità.	Eu quero restaurar as histórias das Mil e Uma Noites.	Y deseo restaurar el mundo de\n"""Las mil y una noches""" a como era.	Chcę przywrócić opowieści\nArabskich Nocy do ich oryginalnego stanu.		Binbir Gece Masalları'nı asıl\nhallerine döndürmek istiyorum.		And I want to return the world of the\nArabian Nights back to normal.	Хочу спасти мир """Тысячи и одной ночи"""!
event24_26	That is... my wish.	それが…　私の願い		Das... ist mein Wunsch.		Questo...è il mio desiderio.	Esse é... o meu desejo.	Ese... es mi deseo.	Takie... Jest moje życzenie.		Bu... benim dileğim.		That...is my wish.	Таково... моё желание.
														
event25_name	Battle With Erazor	切りきざまれるのは　いつもプライド		Kampf gegen Erazor		È Sempre L'Orgoglio Che Viene Abbattuto	Batalha contra Erazor	Lo que queda hecho trizas es siempre el orgullo	Walka Z Erazorem		Erazor ile Savaş		It's Always Pride That Gets Cut Down	Первой страдает\nименно гордость.
event25_1	Ah...\nIt's the blue rat again.	ふん…　青いドブネズミか…		Oh...\nNicht schon wieder die blaue Rattenplage...		Hmph...\nÈ quel ratto blu...	Ah...\nÉ o rato azul de novo.	Jum... La sucia rata azul, ¿eh?	Ah...\nZnowu ten niebieski szczur.		Ah...\nYine bu mavi fare.		Hmph...The blue sewer rat...	Хм...\nОпять эта синяя крыса.
event25_2	Hey, looks like I'm running\na bit low, here.	そろそろガス欠なんでね		Hey, sieht aus, als würde ich hier auf Sparflamme laufen.		Sto per finire il carburante.	Ei, tô ficando sem combustível aqui.	Ya casi no tiene combustible.	Hej, trochę mi się\ntu paliwo kończy.		Hey, sanırım gücüm\nbiraz azalmış.		I'm about to run out of gas.	Слушай, у меня заканчивается топливо.
event25_3	Think you could top me off?	満タンでたのむぜ		Wie wär's mit 'nem Nachschub?		Potresti farmi il pieno?	Da pra você encher o tanque?	¿Me puedes llenar el tanque?	Mogę się doprosić o dolewkę?		Beni tatmin edebilir misin?		Fill me up, would you?	Полный бак, пожалуйста!
event25_4	Have you brought the seven World Rings?	７つの世界リングは集めたのか？		Hast du endlich die sieben Weltenringe dabei?		Hai collezionato i sette Anelli Mondiali?	Você trouxe os sete Anéis do Mundo?	¿Ya reuniste los siete Anillos mundiales?	Przyniosłeś dla mnie siedem Pierścieni Świata?		Yedi Dünya Yüzüğünü getirdiniz mi?		Did you collect the seven World Rings?	А ты собрал все семь Мировых колец?
event25_5	Well, you see...	さぁーて　どうかな		Ach, weißt du...		Chissà.	Bem, sabe....	Bueno, ¿qué tal...	No, jak ci to powiedzieć...		Şey, görüyorsun...		Gee, I wonder.	Кто знает... может, ты?
event25_6	You should really just look for them yourself.	なんなら調べてみちゃどうだ		Du solltest wirklich mal selbst die Augen aufmachen.		Puoi controllare,\nse vuoi.	Acho melhor você mesmo procurar por eles.	...si los vienes a buscar?	Sam sobie ich poszukaj.		En iyisi onları kendin araman.		You can check for yourself,\nif you want.	У тебя есть возможность это проверить.
event25_7	Very well...	では…		Wie du willst...		Bene allora...	Muito bem...	Muy bien...	Niech więc będzie.		Pekala o zaman...		Well then...	Тогда...
event25_8	I'll carve you to pieces\nuntil I find every last one!	キサマを切りきざんで\nそうさせてもらおう！		Ich schneide dich in Einzelteile, bis ich\njeden einzelnen Ring gefunden habe!		Farò in modo che verrai tagliato in pezzetti!	Eu vou lhe cortar em pedaços\naté achar todos eles!	¡Te haré pedazos para conseguirlos!	Rozkroję Cię na kawałeczki dopóki\nich wszystkich nie znajdę!		Seni paramparça edeceğim, ta ki\nher bir parçanı bulana kadar!		I will do so by cutting you into pieces!	Я разрежу тебя на кусочки\nи заберу кольца себе!
event25_9	Is that so?\nLet's see you try!	そうかい！\nやってみるんだな！		Ach, ist das so?\nKomm her und versuch's doch!		Ah davvero?\nVediamo se ci riesci!	É mesmo?\nQuero ver você tentar!	¿Ah, sí? ¡Inténtalo!	O, serio?\nZobaczmy czy możesz!		Öyle mi?\nHadi bir dene bakalım!			Вот как?\nНу давай, попробуй!
														
event26_name	The Mysterious Door	ナゾの扉と本の装丁		Die mysteriöse Tür		La Porta Misteriosa e il Legame del Libro	A Porta Misteriosa	La puerta misteriosa y la portada del libro	Tajemnicze Drzwi		Gizemli Kapı		The Mysterious Door and the Book's Binding	Таинственная дверь\nи переплёт книги.
